Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary,STATE
6/3/2023,6/3/2023,Nonexempt,"41,231.30",710
1/16/2024,1/16/2024,Nonexempt,"20,343.96",710
6/22/2019,6/22/2019,Nonexempt,"41,231.30",710
1/14/2000,10/1/2001,Nonexempt,"54,230.77",710
7/17/2017,4/16/2018,Nonexempt,"41,231.30",710
4/23/2016,4/23/2016,Nonexempt,"41,231.30",710
5/1/2015,1/21/2019,Nonexempt,"41,231.30",710
3/25/2013,3/25/2013,Nonexempt,"40,960.13",710
5/18/2024,5/18/2024,Nonexempt,"44,505.00",710
4/18/2007,1/15/2010,Nonexempt,"41,231.30",710
4/28/2014,4/28/2014,Nonexempt,"41,231.30",710
8/28/2014,7/7/2021,Nonexempt,"40,960.13",710
11/22/2004,11/22/2004,Nonexempt,"59,622.21",710
10/21/2023,10/21/2023,Nonexempt,"41,231.30",710
11/10/2021,11/10/2021,Nonexempt,"59,336.55",710
10/22/2022,10/22/2022,Nonexempt,"40,687.92",710
7/7/2009,6/1/2015,Nonexempt,"40,687.92",710
1/3/2005,8/31/2019,Nonexempt,"41,503.50",710
12/6/2007,6/1/2024,Exempt,"92,438.09",710
12/20/2020,12/20/2020,Nonexempt,"50,538.77",710
10/22/2022,10/22/2022,Nonexempt,"41,231.30",710
11/7/2020,9/10/2022,Nonexempt,"41,231.30",710
7/20/2019,12/1/2019,Nonexempt,"41,231.30",710
1/6/2018,9/10/2022,Nonexempt,"41,231.30",710
7/1/2024,7/1/2024,Exempt,"100,000.00",710
4/19/2021,4/19/2021,Nonexempt,"40,687.92",710
3/14/2022,3/14/2022,Nonexempt,"40,687.92",710
7/25/2002,7/25/2002,Nonexempt,"40,687.92",710
9/23/2023,9/23/2023,Nonexempt,"46,575.00",710
7/18/2017,7/18/2017,Nonexempt,"41,231.30",710
1/22/2019,7/20/2019,Nonexempt,"41,231.30",710
10/16/2006,12/16/2018,Nonexempt,"51,262.76",710
10/29/2007,6/6/2022,Nonexempt,"50,550.18",710
12/19/2016,12/19/2016,Nonexempt,"41,231.30",710
4/20/2024,4/20/2024,Exempt,"54,855.00",710
10/22/2022,10/22/2022,Nonexempt,"40,687.92",710
1/5/2022,8/16/2022,Nonexempt,"41,231.30",710
7/27/2024,7/27/2024,Nonexempt,19.82,710
7/1/2024,9/9/2024,Nonexempt,"40,960.00",710
5/18/2024,5/18/2024,Exempt,"119,025.00",710
4/11/2022,4/11/2022,Nonexempt,19.56,710
3/30/2019,3/30/2019,Exempt,"77,685.04",710
10/16/2006,10/16/2006,Exempt,"169,811.42",710
3/23/2024,3/23/2024,Nonexempt,19.56,710
8/2/2022,8/2/2022,Nonexempt,"41,231.30",710
8/29/2022,8/29/2022,Nonexempt,"41,231.30",710
11/22/2021,11/22/2021,Nonexempt,"40,960.13",710
9/5/2004,9/5/2004,Nonexempt,17.12,710
8/28/2017,8/28/2017,Nonexempt,17.12,710
3/24/2008,8/11/2014,Nonexempt,"45,724.22",710
6/19/2006,2/23/2015,Nonexempt,17.12,710
7/29/2024,7/29/2024,Exempt,"62,791.15",710
10/1/2001,12/16/2013,Exempt,"171,613.04",710
10/7/2023,10/7/2023,Nonexempt,19.56,710
4/25/2022,4/25/2022,Nonexempt,17.12,710
3/24/2014,3/24/2014,Exempt,"62,906.87",710
12/2/2023,12/2/2023,Nonexempt,"41,231.30",710
3/23/2024,3/23/2024,Nonexempt,16.3,710
1/23/1997,3/5/2018,Exempt,"116,166.30",710
9/14/2022,9/14/2022,Nonexempt,"48,040.87",710
1/23/1997,2/28/2014,Nonexempt,"53,398.31",710
4/24/2021,9/27/2021,Exempt,"56,206.54",710
1/22/2019,1/22/2019,Nonexempt,17.12,710
6/1/1996,5/18/2015,Nonexempt,17.12,710
12/2/2023,12/2/2023,Nonexempt,16.3,710
7/1/2023,7/1/2023,Nonexempt,15.53,710
1/27/2014,1/27/2014,Nonexempt,17.12,710
9/2/1999,4/1/2015,Nonexempt,"40,687.92",710
4/11/2022,8/7/2024,Nonexempt,"49,023.35",710
9/30/2016,9/30/2016,Nonexempt,17.12,710
4/26/2022,9/26/2023,Nonexempt,"43,184.34",710
11/4/2023,11/28/2023,Nonexempt,"41,231.00",710
4/6/2024,4/6/2024,Nonexempt,"41,231.30",710
3/16/2015,7/27/2024,Nonexempt,"46,891.35",710
6/21/2022,6/21/2022,Nonexempt,"55,152.58",710
7/27/2024,7/27/2024,Nonexempt,15,710
10/11/2010,10/11/2010,Nonexempt,17.12,710
3/23/2024,3/23/2024,Nonexempt,16.3,710
8/10/2015,8/10/2015,Nonexempt,"40,687.92",710
11/2/2015,12/2/2023,Exempt,"80,252.61",710
5/3/2007,5/3/2007,Nonexempt,16.3,710
12/7/2023,4/9/2024,Nonexempt,"41,231.30",710
4/11/2022,4/11/2022,Exempt,"81,017.21",710
7/5/2022,9/10/2022,Nonexempt,16.3,710
5/20/2023,5/20/2023,Nonexempt,"41,774.67",710
9/23/2022,9/23/2022,Nonexempt,"45,354.42",710
2/24/2024,2/24/2024,Nonexempt,19.56,710
1/23/1997,2/23/2015,Nonexempt,17.12,710
8/30/1997,9/27/2021,Nonexempt,"50,552.46",710
5/18/2024,5/18/2024,Nonexempt,"45,354.42",710
6/26/2018,7/1/2023,Nonexempt,"40,687.92",710
7/17/2023,7/17/2023,Nonexempt,"40,687.92",710
11/13/2001,10/8/2007,Nonexempt,"47,416.46",710
7/1/2023,7/1/2023,Nonexempt,19.56,710
6/15/2024,6/15/2024,Nonexempt,19.56,710
7/1/2023,5/18/2024,Nonexempt,"40,687.92",710
10/18/1999,8/2/2021,Nonexempt,"41,231.30",710
1/12/2004,1/12/2004,Exempt,"73,360.54",710
4/2/1990,8/27/2022,Nonexempt,"40,687.92",710
10/5/2024,10/5/2024,Nonexempt,19.56,710
8/28/2021,11/6/2021,Nonexempt,"40,687.92",710
1/17/2023,2/24/2024,Nonexempt,"47,104.61",710
6/1/2024,6/1/2024,Nonexempt,"48,040.56",710
5/18/2024,5/18/2024,Nonexempt,19.56,710
11/18/2023,11/18/2023,Nonexempt,19.56,710
9/1/1999,11/18/2023,Nonexempt,19.56,710
5/15/2017,11/5/2022,Nonexempt,"40,687.92",710
4/8/2023,4/8/2023,Nonexempt,"48,040.87",710
7/1/2023,7/1/2023,Nonexempt,19.56,710
7/1/2023,7/1/2023,Nonexempt,"40,687.92",710
10/22/1985,4/4/2002,Nonexempt,"40,687.92",710
2/11/2023,2/11/2023,Nonexempt,19.56,710
1/27/2024,1/27/2024,Nonexempt,"48,040.56",710
5/9/2022,5/9/2022,Nonexempt,"41,231.30",710
10/10/2020,10/25/2021,Exempt,"125,519.63",710
7/1/2023,7/1/2023,Nonexempt,19.56,710
4/9/2007,4/9/2007,Nonexempt,"45,596.31",710
11/26/2018,8/14/2021,Nonexempt,"47,958.76",710
1/27/2014,9/21/2020,Exempt,"75,220.49",710
5/2/2017,3/23/2024,Nonexempt,"45,354.42",710
5/13/1996,12/8/2000,Nonexempt,"40,687.92",710
7/1/2023,7/1/2023,Nonexempt,19.56,710
7/1/2023,7/1/2023,Nonexempt,19.56,710
2/8/2013,2/8/2013,Nonexempt,"40,687.92",710
12/7/2019,12/7/2019,Nonexempt,"40,687.92",710
6/1/2024,6/1/2024,Nonexempt,"40,687.92",710
6/27/1997,8/2/2021,Nonexempt,"41,231.30",710
8/10/2024,8/10/2024,Nonexempt,19.56,710
5/21/2022,5/21/2022,Nonexempt,"32,550.34",710
6/2/1997,5/8/2001,Nonexempt,"40,687.92",710
7/1/2023,7/1/2023,Nonexempt,19.56,710
4/27/2011,5/23/2021,Nonexempt,"40,687.92",710
7/1/2023,7/1/2023,Nonexempt,19.56,710
7/7/2008,2/24/2024,Exempt,"53,576.72",710
7/28/2008,9/30/2017,Nonexempt,"40,687.92",710
8/24/2024,8/24/2024,Nonexempt,19.56,710
2/16/2021,2/24/2024,Nonexempt,"43,942.95",710
8/24/2024,8/24/2024,Nonexempt,"45,354.10",710
9/29/2008,5/8/2021,Nonexempt,"47,012.81",710
6/15/2024,6/15/2024,Nonexempt,"40,687.92",710
4/12/1999,8/2/2021,Nonexempt,"41,231.30",710
12/20/2021,12/20/2021,Nonexempt,19.56,710
7/31/2002,9/9/2003,Nonexempt,"40,687.92",710
8/1/2020,8/1/2020,Nonexempt,"41,231.30",710
11/4/2023,11/4/2023,Nonexempt,19.56,710
7/18/2022,7/18/2022,Exempt,"108,403.31",710
7/1/2023,7/1/2023,Nonexempt,"40,687.92",710
7/15/2023,11/20/2023,Nonexempt,"48,040.56",710
9/7/2024,9/7/2024,Nonexempt,19.56,710
7/1/2023,7/1/2023,Nonexempt,"40,687.92",710
1/27/2024,1/27/2024,Nonexempt,"48,040.56",710
9/21/2024,9/21/2024,Nonexempt,"45,354.10",710
6/15/2024,6/15/2024,Nonexempt,19.56,710
9/21/2024,9/21/2024,Nonexempt,"48,041.25",710
2/27/2017,7/15/2023,Exempt,"100,395.00",710
9/21/2024,9/21/2024,Nonexempt,19.56,710
1/27/2014,4/28/2014,Nonexempt,"47,958.94",710
2/29/2020,7/13/2024,Nonexempt,"47,104.00",710
10/12/2019,6/4/2022,Nonexempt,19.56,710
7/1/2023,7/1/2023,Nonexempt,"45,753.21",710
7/27/2024,7/27/2024,Nonexempt,19.56,710
8/15/2000,7/1/2023,Nonexempt,"40,687.92",710
10/18/2006,11/20/2021,Nonexempt,"41,774.67",710
12/18/2021,12/18/2021,Nonexempt,"32,550.34",710
4/10/2006,4/16/2007,Nonexempt,"40,687.92",710
7/17/2023,7/17/2023,Nonexempt,"46,687.82",710
7/15/2023,7/15/2023,Exempt,"110,745.00",710
9/7/2024,9/7/2024,Nonexempt,"40,688.00",710
9/21/2024,9/21/2024,Nonexempt,19.56,710
7/1/2023,7/1/2023,Nonexempt,19.56,710
12/16/2023,12/16/2023,Nonexempt,"41,231.30",710
5/7/2022,5/7/2022,Nonexempt,19.56,710
7/1/2023,7/1/2023,Nonexempt,"40,687.92",710
7/8/2021,7/8/2021,Exempt,"54,772.20",710
9/18/2017,6/21/2022,Nonexempt,"49,842.70",710
1/22/2008,5/18/2024,Exempt,"57,960.00",710
6/17/2015,9/9/2024,Nonexempt,"42,722.00",710
4/26/2000,4/26/2000,Exempt,"88,657.09",710
2/1/1978,9/13/2021,Nonexempt,19.56,710
5/15/2017,12/3/2022,Nonexempt,"50,936.49",710
9/11/2006,9/27/2021,Nonexempt,"40,687.92",710
8/23/2016,9/13/2021,Nonexempt,19.56,710
12/2/2023,12/2/2023,Nonexempt,"40,687.92",710
6/17/2024,6/17/2024,Exempt,"62,244.90",710
7/1/2010,3/13/2023,Exempt,"146,972.07",710
6/15/2024,6/15/2024,Exempt,"87,975.00",710
12/27/2017,2/12/2024,Exempt,"105,984.00",710
7/20/2019,10/25/2021,Nonexempt,"55,742.13",710
6/15/2024,6/15/2024,Exempt,"67,076.69",710
1/6/2014,8/29/2022,Exempt,"168,446.25",710
12/13/2010,10/23/2023,Exempt,"116,416.80",710
9/12/2022,9/12/2022,Exempt,"54,601.43",710
8/23/2007,5/11/2019,Exempt,"108,667.63",710
8/15/2022,8/15/2022,Exempt,"57,442.50",710
8/26/2023,8/26/2023,Exempt,"55,890.00",710
11/8/2021,11/8/2021,Exempt,"95,851.35",710
8/10/1998,2/3/2020,Exempt,"86,751.16",710
6/22/2019,6/22/2019,Exempt,"65,722.50",710
3/8/2016,5/4/2024,Exempt,"165,186.00",710
1/9/2017,8/27/2022,Exempt,"72,450.00",710
5/20/2023,4/6/2024,Exempt,"62,363.15",710
9/24/2022,9/23/2023,Exempt,"57,960.00",710
6/1/2024,6/1/2024,Exempt,"54,601.43",710
11/7/2022,11/7/2022,Exempt,"62,791.33",710
3/25/2023,3/25/2023,Exempt,"103,241.25",710
9/7/2024,9/7/2024,Exempt,"110,000.00",710
2/25/2023,2/25/2023,Exempt,"62,790.35",710
3/9/2024,3/9/2024,Exempt,"52,785.00",710
3/5/2001,12/4/2017,Exempt,"178,302.56",710
7/13/2024,7/13/2024,Nonexempt,"40,688.00",710
12/5/2020,1/16/2024,Exempt,"55,246.99",710
9/21/2024,9/21/2024,Exempt,"115,000.00",710
11/18/2023,11/18/2023,Nonexempt,"24,412.75",710
6/25/2018,6/25/2018,Nonexempt,"44,723.53",710
6/5/2021,6/5/2021,Nonexempt,"43,882.93",710
11/24/1997,10/24/2016,Nonexempt,"54,283.31",710
5/9/2022,5/9/2022,Nonexempt,"40,960.12",710
3/9/1998,8/31/2020,Nonexempt,"55,639.65",710
5/20/2023,5/20/2023,Nonexempt,"46,566.34",710
7/13/2024,7/13/2024,Nonexempt,"40,688.00",710
9/23/2023,9/21/2024,Nonexempt,"49,023.00",710
10/16/1995,5/23/2016,Exempt,"83,973.81",710
5/10/1999,11/29/2010,Nonexempt,"58,695.01",710
9/24/2012,1/2/2024,Exempt,"68,675.36",710
12/3/2022,3/27/2023,Nonexempt,"50,400.79",710
11/20/2006,9/18/2017,Exempt,"51,750.00",710
1/18/2022,1/18/2022,Nonexempt,"41,503.50",710
8/12/2023,8/12/2023,Exempt,"129,375.00",710
11/26/2001,5/14/2018,Exempt,"59,639.77",710
12/17/2007,3/9/2024,Exempt,"57,597.74",710
1/2/2002,11/26/2018,Nonexempt,"41,359.48",710
4/20/2024,4/20/2024,Nonexempt,"40,687.92",710
1/18/2000,1/18/2000,Nonexempt,"44,538.87",710
10/12/2019,10/12/2019,Nonexempt,"44,532.88",710
1/24/2011,11/13/2018,Exempt,"63,900.90",710
6/21/2017,7/5/2022,Nonexempt,"41,503.50",710
2/28/2022,2/28/2022,Nonexempt,"45,653.85",710
7/8/2016,7/8/2016,Nonexempt,"42,962.34",710
2/8/2012,5/22/2021,Nonexempt,"45,837.49",710
1/3/2023,1/3/2023,Nonexempt,"41,503.50",710
12/7/2019,12/7/2019,Nonexempt,"46,691.44",710
8/21/2023,8/21/2023,Nonexempt,"41,774.67",710
12/12/2005,1/2/2021,Nonexempt,"47,600.47",710
3/5/2012,3/12/2022,Exempt,"70,694.94",710
7/6/2020,7/17/2021,Nonexempt,"41,774.67",710
6/5/2021,6/5/2021,Exempt,"88,149.01",710
2/24/2024,2/24/2024,Nonexempt,"41,503.50",710
12/17/2022,12/17/2022,Exempt,"103,165.73",710
3/25/2023,3/25/2023,Nonexempt,"40,687.92",710
11/21/2020,7/1/2024,Exempt,"103,398.79",710
10/15/1990,12/8/2016,Nonexempt,"55,639.63",710
11/14/2016,11/23/2020,Exempt,"59,353.88",710
6/22/1989,10/23/2021,Exempt,"94,907.11",710
10/26/2021,9/23/2023,Nonexempt,"46,791.11",710
5/28/2019,7/5/2022,Nonexempt,"41,503.50",710
9/23/1999,1/23/2004,Nonexempt,"53,176.58",710
10/29/2001,3/23/2007,Nonexempt,"48,375.28",710
9/14/2019,9/14/2019,Nonexempt,"41,774.67",710
2/25/2023,2/25/2023,Nonexempt,"46,039.16",710
7/31/2017,1/17/2023,Exempt,"92,373.75",710
7/1/2024,7/1/2024,Nonexempt,"40,960.00",710
7/31/2022,9/9/2023,Nonexempt,"43,008.12",710
12/12/1994,9/5/2017,Nonexempt,"61,112.87",710
7/1/2024,7/1/2024,Nonexempt,"46,416.00",710
6/15/2024,6/15/2024,Exempt,"83,317.50",710
8/23/1996,1/19/2021,Nonexempt,"41,503.50",710
11/5/2022,11/5/2022,Nonexempt,"49,023.19",710
10/22/2022,10/22/2022,Exempt,"68,465.25",710
4/16/2018,11/7/2020,Exempt,"136,266.62",710
9/21/2024,9/21/2024,Nonexempt,"48,041.25",710
11/23/1999,3/1/2016,Exempt,"66,970.16",710
8/21/2017,8/21/2017,Nonexempt,"42,119.94",710
9/9/1999,9/12/2020,Nonexempt,"53,922.52",710
9/4/2018,1/2/2024,Exempt,"59,904.67",710
8/24/2024,8/24/2024,Nonexempt,"40,688.00",710
2/10/2024,2/10/2024,Nonexempt,"41,503.50",710
8/16/2021,8/16/2021,Nonexempt,"42,790.78",710
3/16/2019,3/16/2019,Exempt,"68,599.25",710
10/23/1995,5/15/1996,Nonexempt,"53,941.96",710
8/26/2023,8/26/2023,Nonexempt,"41,774.67",710
10/22/2022,10/22/2022,Nonexempt,"49,023.19",710
11/7/2022,11/7/2022,Nonexempt,"41,503.50",710
12/9/2003,12/9/2003,Nonexempt,"53,176.58",710
7/15/2023,9/25/2023,Nonexempt,"43,008.12",710
1/19/2021,1/19/2021,Nonexempt,"50,244.94",710
10/22/2022,10/22/2022,Exempt,"58,217.68",710
6/12/2017,11/13/2017,Nonexempt,"43,291.11",710
5/22/2017,12/5/2021,Nonexempt,"50,465.22",710
3/25/2023,3/25/2023,Nonexempt,"48,040.87",710
1/2/2024,1/2/2024,Nonexempt,"44,236.94",710
3/5/2018,5/9/2022,Nonexempt,"46,960.22",710
1/23/1997,4/6/1999,Exempt,"62,315.50",710
10/5/1999,10/5/1999,Nonexempt,"51,846.05",710
4/10/2021,1/2/2024,Exempt,"48,040.87",710
7/5/2022,1/17/2023,Nonexempt,"44,698.90",710
4/14/2015,9/12/2020,Exempt,"86,973.69",710
1/6/2014,8/29/2022,Nonexempt,"52,571.79",710
5/4/2024,5/4/2024,Exempt,"53,576.72",710
3/10/1997,3/10/1997,Nonexempt,"53,941.96",710
3/16/2019,3/16/2019,Nonexempt,"41,774.67",710
7/23/2006,4/6/2024,Nonexempt,"41,231.30",710
9/12/2022,9/12/2022,Exempt,"62,791.81",710
6/1/2024,6/1/2024,Nonexempt,"43,008.13",710
3/8/2005,3/8/2005,Nonexempt,"44,707.73",710
11/21/2020,2/28/2022,Exempt,"58,766.01",710
3/30/2017,6/1/2024,Exempt,"68,302.50",710
3/11/2023,2/10/2024,Nonexempt,"45,952.14",710
10/1/1985,3/1/2010,Exempt,"112,653.59",710
10/29/1992,1/23/2017,Nonexempt,"58,661.12",710
1/14/1980,10/24/2022,Exempt,"163,012.50",710
12/15/2008,11/20/2023,Exempt,"65,332.31",710
10/6/1993,8/1/2020,Exempt,"104,920.28",710
4/6/2024,4/6/2024,Exempt,"77,625.00",710
9/13/2021,9/13/2021,Nonexempt,"41,231.30",710
6/3/2024,8/12/2024,Exempt,"50,624.05",710
3/14/2005,4/6/2024,Exempt,"101,102.07",710
10/24/2020,1/27/2024,Exempt,"57,331.50",710
1/3/2023,1/3/2023,Nonexempt,"41,231.30",710
8/2/2021,10/7/2024,Nonexempt,"46,589.00",710
1/27/2024,1/27/2024,Nonexempt,"41,774.67",710
9/21/2024,9/21/2024,Exempt,"53,803.20",710
2/29/2020,2/29/2020,Nonexempt,"57,331.76",710
3/14/2022,9/12/2022,Nonexempt,"41,231.30",710
10/5/2024,10/5/2024,Exempt,"57,331.05",710
5/1/2017,6/11/2018,Nonexempt,"52,112.52",710
7/13/2024,7/13/2024,Exempt,"60,000.00",710
5/30/2017,7/5/2022,Exempt,"119,542.50",710
3/30/2019,10/24/2022,Nonexempt,"55,152.56",710
6/15/2024,6/15/2024,Nonexempt,"41,231.30",710
2/18/1975,5/15/1996,Nonexempt,"75,133.93",710
5/1/2012,5/1/2012,Nonexempt,"50,894.53",710
9/16/2010,1/6/2020,Nonexempt,"47,958.94",710
2/23/2015,10/24/2022,Nonexempt,"55,424.25",710
5/14/2018,5/23/2022,Nonexempt,"41,231.30",710
3/29/2000,12/3/2007,Exempt,"74,988.86",710
1/22/2018,11/4/2023,Exempt,"48,955.50",710
4/18/2005,6/15/2024,Exempt,"72,450.00",710
12/16/2023,9/7/2024,Exempt,"66,950.14",710
6/12/2017,4/6/2024,Exempt,"112,532.96",710
5/23/2016,5/23/2016,Nonexempt,"60,141.78",710
9/9/2023,9/9/2023,Nonexempt,"41,774.67",710
9/26/2011,9/5/2017,Nonexempt,"60,141.78",710
3/24/2008,3/24/2008,Nonexempt,"64,919.34",710
6/24/2023,6/24/2023,Exempt,"88,590.83",710
9/8/2015,6/15/2024,Nonexempt,"41,231.30",710
2/10/2024,2/10/2024,Exempt,"72,450.00",710
10/5/2024,10/5/2024,Exempt,"89,095.69",710
11/23/2015,3/30/2019,Nonexempt,"59,016.73",710
11/3/1993,10/23/2005,Nonexempt,"55,625.93",710
10/24/2016,10/24/2016,Nonexempt,"60,141.78",710
10/24/2020,3/27/2023,Nonexempt,"50,463.24",710
9/21/2024,9/21/2024,Exempt,"60,000.00",710
6/15/2024,6/15/2024,Nonexempt,"41,231.30",710
7/9/2013,5/4/2024,Nonexempt,"46,588.80",710
3/30/1987,5/15/1996,Nonexempt,"41,151.03",710
7/29/2024,7/29/2024,Nonexempt,"45,354.10",710
3/9/2024,3/9/2024,Nonexempt,"41,231.30",710
8/10/2024,8/10/2024,Exempt,"70,500.00",710
4/20/2024,4/20/2024,Nonexempt,"41,774.67",710
8/24/2024,8/24/2024,Exempt,"63,000.00",710
2/9/2015,12/7/2020,Exempt,"56,207.33",710
12/10/2018,3/15/2022,Nonexempt,19.79,710
10/5/2024,10/5/2024,Nonexempt,20.08,710
11/20/2021,11/20/2021,Nonexempt,"40,687.92",710
12/31/2001,1/17/2023,Exempt,"62,759.81",710
1/27/2024,1/27/2024,Nonexempt,22.39,710
2/24/2024,2/24/2024,Nonexempt,20.7,710
7/6/2022,7/6/2022,Nonexempt,"47,724.27",710
5/18/2024,5/18/2024,Exempt,"62,676.50",710
4/8/2023,4/8/2023,Nonexempt,19.69,710
11/27/2017,1/22/2019,Nonexempt,"40,960.13",710
9/18/2017,5/11/2019,Nonexempt,"41,503.50",710
7/13/2004,3/25/2023,Nonexempt,"45,236.83",710
4/6/2024,4/6/2024,Nonexempt,19.56,710
8/25/2008,8/31/2021,Nonexempt,"40,960.12",710
11/1/2005,5/6/2023,Nonexempt,"50,624.08",710
4/25/2022,9/25/2023,Exempt,"98,325.00",710
11/4/2023,11/4/2023,Nonexempt,20.08,710
5/9/2008,12/3/2022,Exempt,"73,940.95",710
10/29/2018,1/3/2023,Exempt,"53,577.32",710
12/19/2020,11/19/2022,Exempt,"62,797.85",710
9/26/2016,10/14/2017,Nonexempt,"41,503.50",710
4/2/2018,9/25/2021,Nonexempt,"40,960.13",710
11/19/2012,1/3/2023,Exempt,"63,086.98",710
8/12/2023,8/12/2023,Exempt,"62,100.00",710
12/2/2023,12/2/2023,Nonexempt,"55,768.82",710
11/12/2019,3/15/2022,Nonexempt,19.69,710
11/18/2023,11/18/2023,Nonexempt,20.08,710
9/12/2022,10/10/2023,Nonexempt,"40,687.92",710
9/14/2012,7/6/2021,Nonexempt,"41,503.50",710
4/8/2023,4/8/2023,Exempt,"135,843.75",710
5/9/2023,5/9/2023,Nonexempt,"41,503.50",710
10/8/2014,4/12/2021,Nonexempt,"55,433.98",710
4/25/2022,1/16/2024,Nonexempt,"41,503.50",710
4/1/2010,9/13/2021,Nonexempt,"40,960.13",710
10/7/2023,10/7/2023,Exempt,"72,172.62",710
6/15/2024,6/15/2024,Exempt,"49,680.00",710
6/22/2015,10/21/2023,Nonexempt,"40,960.12",710
4/24/2021,9/23/2023,Exempt,"72,311.57",710
4/14/2008,1/17/2022,Exempt,"104,328.00",710
5/4/2024,5/4/2024,Exempt,"108,675.00",710
6/10/1996,8/3/2015,Exempt,"175,950.00",710
6/3/2023,6/3/2023,Exempt,"68,675.36",710
7/20/2019,7/3/2021,Exempt,"136,930.36",710
6/27/2007,4/24/2021,Exempt,"59,941.33",710
1/17/2023,12/2/2023,Exempt,"62,100.00",710
3/9/2024,3/9/2024,Exempt,"72,450.00",710
10/8/2022,10/8/2022,Exempt,"68,302.24",710
4/11/2022,4/11/2022,Exempt,"79,876.13",710
2/10/2004,12/6/2021,Exempt,"111,780.00",710
10/10/2020,12/19/2022,Exempt,"76,072.50",710
7/13/2024,7/13/2024,Exempt,"64,687.50",710
5/30/2017,10/5/2020,Exempt,"136,930.50",710
11/18/2023,11/18/2023,Exempt,"93,150.00",710
3/8/2021,3/8/2021,Exempt,"61,116.65",710
8/2/2010,12/31/2020,Exempt,"61,116.65",710
9/10/2007,11/29/2021,Exempt,"77,625.00",710
9/22/2006,8/15/2022,Exempt,"51,750.00",710
6/22/2012,4/22/2023,Exempt,"58,217.20",710
5/18/2024,5/18/2024,Exempt,"103,500.00",710
11/22/2021,11/22/2021,Exempt,"62,759.81",710
3/6/2017,6/4/2022,Exempt,"65,041.99",710
6/15/2024,6/15/2024,Nonexempt,"47,610.00",710
5/9/2022,5/9/2022,Exempt,"73,942.47",710
1/3/2022,1/3/2022,Exempt,"68,465.25",710
11/29/2021,11/19/2022,Exempt,"106,121.14",710
12/30/2023,12/30/2023,Exempt,"76,916.40",710
10/24/2005,7/1/2022,Exempt,"106,691.68",710
9/28/2019,10/24/2022,Exempt,"82,049.63",710
4/25/2022,9/25/2023,Exempt,"94,695.26",710
12/5/2016,3/2/2019,Exempt,"165,458.21",710
6/6/2022,7/29/2024,Exempt,"56,500.00",710
1/3/2023,1/3/2023,Exempt,"90,321.97",710
9/13/2012,8/10/2024,Exempt,"85,843.75",710
11/5/2022,11/5/2022,Nonexempt,"48,903.75",710
4/16/2018,3/14/2022,Exempt,"61,126.91",710
3/23/2020,3/23/2020,Exempt,"149,266.67",710
2/23/1998,4/22/2023,Exempt,"72,196.06",710
5/6/2023,5/6/2023,Nonexempt,"48,903.75",710
7/9/2012,5/20/2023,Nonexempt,"53,577.31",710
9/24/2022,4/22/2023,Exempt,"59,393.48",710
8/4/2022,8/4/2022,Exempt,"93,150.00",710
3/16/2015,12/19/2022,Exempt,"103,023.90",710
11/7/2005,10/22/2022,Exempt,"65,096.33",710
3/30/2019,7/29/2023,Nonexempt,"45,643.50",710
3/14/2022,3/14/2022,Nonexempt,"40,687.92",710
10/8/1999,12/19/2016,Nonexempt,"41,231.30",710
5/12/2008,3/23/2016,Exempt,"71,370.13",710
7/27/2024,7/27/2024,Nonexempt,"40,688.00",710
6/21/2022,6/21/2022,Nonexempt,"40,687.92",710
2/29/2020,8/14/2023,Nonexempt,"46,791.11",710
4/1/2013,1/2/2021,Exempt,"80,036.95",710
10/25/2021,11/5/2022,Nonexempt,"41,231.30",710
10/5/2024,10/5/2024,Nonexempt,"46,787.13",710
6/11/2001,5/15/2023,Exempt,"58,211.76",710
2/29/2020,9/11/2021,Nonexempt,"41,503.50",710
8/15/2022,8/15/2022,Nonexempt,"43,470.00",710
9/27/2021,9/11/2023,Nonexempt,"41,503.50",710
2/29/2020,11/5/2022,Nonexempt,"41,503.50",710
8/1/2022,8/1/2022,Nonexempt,"40,687.92",710
9/27/2021,9/27/2021,Nonexempt,"41,774.67",710
6/20/2023,6/20/2023,Nonexempt,"41,774.67",710
9/28/2019,1/2/2024,Nonexempt,"45,540.00",710
4/11/2022,3/23/2024,Nonexempt,"41,231.30",710
4/22/2023,7/15/2024,Nonexempt,"47,728.45",710
10/9/2007,12/10/2012,Nonexempt,"47,005.15",710
6/11/2007,6/11/2007,Exempt,"115,968.34",710
12/2/2023,12/2/2023,Nonexempt,"40,687.92",710
12/9/1989,8/26/2024,Exempt,"88,883.00",710
9/23/2004,1/26/2024,Exempt,"120,681.00",710
12/16/1991,2/21/2017,Exempt,"69,146.46",710
3/5/2007,3/5/2007,Exempt,"103,420.09",710
6/21/2022,4/8/2023,Nonexempt,16.3,710
6/21/2022,4/8/2023,Nonexempt,16.3,710
3/2/2006,12/15/2008,Nonexempt,"50,331.28",710
12/16/2023,12/16/2023,Nonexempt,20.7,710
8/1/1989,5/15/1996,Exempt,"83,638.57",710
7/1/2023,7/1/2023,Nonexempt,20.7,710
3/23/2024,3/23/2024,Nonexempt,20.7,710
10/30/2002,3/13/2017,Nonexempt,"42,961.85",710
1/27/2024,1/27/2024,Nonexempt,"40,687.92",710
1/2/2024,6/17/2024,Nonexempt,"43,056.00",710
